mesh23d,elevation
0000,331.9
0001,269.8
0002,282.8
0003,250.6
0004,260.1
0005,251.2
0006,236.3
0007,224
0008,219.9
0009,216.8
0010,308.7
0011,316.2
0012,350.2
0013,232.3
0014,244.8
0015,238.2
0016,227.5
0017,217.6
0018,211.2
0019,209.5
0020,329.5
0021,315
0022,380.1
0023,248.9
0024,206.4
0025,227.5
0026,220.9
0027,213.9
0028,204.1
0029,202.1
0030,327.4
0031,284.4
0032,335.7
0033,239.4
0034,193.8
0035,186.8
0036,211.2
0037,206.8
0038,202.4
0039,194
0040,281.7
0041,256.7
0042,234
0043,214.5
0044,201
0045,184.7
0046,186.7
0047,198
0048,198.6
0049,195.9
0050,254.2
0051,239.6
0052,228.3
0053,218.2
0054,205.3
0055,191.8
0056,169.3
0057,181.8
0058,191.2
0059,191.8
0060,257.2
0061,243.4
0062,230.2
0063,217.3
0064,204.4
0065,193.3
0066,179.6
0067,160.9
0068,175.4
0069,184.1
0070,251.9
0071,239.8
0072,227
0073,214.4
0074,202.8
0075,190.9
0076,179.3
0077,165.4
0078,151.4
0079,171.8
0080,247.4
0081,233.9
0082,222.7
0083,211.1
0084,199.8
0085,188.6
0086,177.2
0087,168.2
0088,153.1
0089,149.2
0090,238
0091,228.3
0092,215.8
0093,206.8
0094,196.1
0095,184.7
0096,173.9
0097,165.6
0098,156.5
0099,139.2
0100,210.8
0101,204.2
0102,196.9
0103,189.7
0104,183.2
0105,176.5
0106,169.7
0107,165.2
0108,159.6
0109,152.5
0110,206.2
0111,200.7
0112,194.1
0113,186.1
0114,179.3
0115,173.3
0116,167.2
0117,161.2
0118,157.4
0119,151.7
0120,200.2
0121,195.9
0122,190.4
0123,183.1
0124,176.3
0125,171
0126,164.3
0127,158.3
0128,152.9
0129,150
0130,193.1
0131,190
0132,184.9
0133,179.5
0134,173.6
0135,168.5
0136,162.2
0137,156.9
0138,150.5
0139,145.2
0140,184.1
0141,183.6
0142,179.6
0143,174.3
0144,170.6
0145,165.8
0146,159.9
0147,153.8
0148,149.2
0149,142
0150,179.7
0151,175.1
0152,174.4
0153,168.9
0154,166
0155,161.9
0156,156.4
0157,151.3
0158,146.1
0159,140.7
0160,177.9
0161,167.2
0162,167.2
0163,163.5
0164,161
0165,157.9
0166,152.4
0167,150.8
0168,147.8
0169,141.1
0170,172.9
0171,160.9
0172,159.1
0173,157.8
0174,154.4
0175,152.5
0176,148.5
0177,151.2
0178,153.6
0179,146
0180,167.2
0181,157.9
0182,152.9
0183,153.7
0184,150.7
0185,147.1
0186,145.2
0187,148
0188,151.5
0189,153.3
0190,155.1
0191,153.2
0192,147.3
0193,149.2
0194,145.7
0195,142.7
0196,141.1
0197,143.9
0198,150.4
0199,157.2
0200,146.7
0201,150.6
0202,178
0203,186.9
0204,174.6
0205,175.7
0206,202.4
0207,178.9
0208,222
0209,213.9
0210,144.9
0211,140.7
0212,168.4
0213,187.7
0214,175.7
0215,168.3
0216,187.2
0217,168.4
0218,166.2
0219,198.2
0220,144
0221,137
0222,167.4
0223,176.1
0224,175.4
0225,163.1
0226,172.3
0227,152.3
0228,182.8
0229,167
0230,144.4
0231,134.5
0232,171.9
0233,179
0234,168.2
0235,157.6
0236,172.9
0237,125.9
0238,147.4
0239,150.4
0240,135.5
0241,129.5
0242,165.4
0243,182.9
0244,166.6
0245,149.9
0246,164
0247,123.9
0248,104.3
0249,121.4
0250,133.3
0251,126
0252,145
0253,187.7
0254,161.5
0255,145.9
0256,160.6
0257,128.5
0258,140.1
0259,86.5
0260,133.1
0261,123.7
0262,122.3
0263,189.6
0264,153.9
0265,151.3
0266,168.1
0267,160.8
0268,117.4
0269,91.1
0270,135.6
0271,129.5
0272,110.6
0273,163.7
0274,156.8
0275,140
0276,160.3
0277,193.7
0278,164.4
0279,158.3
0280,159.6
0281,137.9
0282,109.9
0283,125.6
0284,166
0285,127.4
0286,157.8
0287,230.3
0288,233.4
0289,200.8
0290,167.6
0291,166.2
0292,114.9
0293,102.3
0294,158.1
0295,122.9
0296,145.8
0297,181.4
0298,218.9
0299,189.5
0300,214.7
0301,165.2
0302,185.6
0303,148.7
0304,155.9
0305,167.5
0306,99.6
0307,43.5
0308,30
0309,50.7
0310,212.4
0311,131.3
0312,178
0313,157.2
0314,142.6
0315,162.1
0316,76.1
0317,38.4
0318,53.4
0319,61.1
0320,211.4
0321,119.9
0322,159.7
0323,181
0324,132.5
0325,104.4
0326,62.6
0327,50.7
0328,56.1
0329,73
0330,192.6
0331,110.6
0332,135.7
0333,163.9
0334,145.5
0335,86.5
0336,68.6
0337,54.4
0338,70.4
0339,80.6
0340,165.1
0341,113.3
0342,120.1
0343,157.5
0344,132.5
0345,72.8
0346,61.8
0347,65.1
0348,79.8
0349,98
0350,106.9
0351,131.1
0352,77.2
0353,130.9
0354,82.2
0355,61.1
0356,52.3
0357,63.9
0358,87.4
0359,115.1
0360,65.6
0361,87.2
0362,70.1
0363,75.3
0364,62.3
0365,46.5
0366,45.9
0367,64.8
0368,79.9
0369,135.3
0370,95.9
0371,53.4
0372,60.8
0373,57.8
0374,67.2
0375,57.7
0376,40.7
0377,63.9
0378,92.7
0379,144.9
0380,127.6
0381,67.2
0382,42.8
0383,41.1
0384,53.5
0385,68.6
0386,37.7
0387,74.4
0388,117.6
0389,119.7
0390,147.8
0391,79.3
0392,55.1
0393,40.3
0394,37.1
0395,65.1
0396,32.1
0397,68.5
0398,117.1
0399,97
0400,55.8
0401,45.7
0402,41.9
0403,42.1
0404,18.5
0405,22.1
0406,8.2
0407,5.8
0408,15.9
0409,32.5
0410,59.3
0411,64.7
0412,69.1
0413,68
0414,59.4
0415,35.3
0416,17.4
0417,33.5
0418,30.3
0419,34.7
0420,76.7
0421,92.4
0422,71.9
0423,51.2
0424,51.7
0425,33.9
0426,31.6
0427,55.1
0428,36.2
0429,15.3
0430,104.7
0431,87.3
0432,89.9
0433,71.2
0434,39.7
0435,33.1
0436,51.1
0437,33.9
0438,14.4
0439,6.5
0440,107.1
0441,113.3
0442,112.7
0443,77.3
0444,66
0445,50.8
0446,33
0447,32.6
0448,8.7
0449,5.7
