mesh23d,elevation
0000,261.8
0001,433.3
0002,451.7
0003,381.4
0004,524.8
0005,726.2
0006,680.1
0007,889.4
0008,795.5
0009,544.8
0010,357
0011,403.7
0012,572.8
0013,483.9
0014,626.2
0015,643.1
0016,700.7
0017,736.7
0018,721.8
0019,684.2
0020,540.1
0021,592.7
0022,701.6
0023,704.2
0024,624.3
0025,539.4
0026,720.4
0027,604.5
0028,633.4
0029,767.4
0030,534.4
0031,804.4
0032,791.3
0033,666.3
0034,514
0035,514
0036,512.1
0037,685.5
0038,650
0039,820.9
0040,789.6
0041,805.1
0042,578.9
0043,433.1
0044,565.3
0045,523.2
0046,675.6
0047,820.5
0048,927.9
0049,847
0050,654.7
0051,556.4
0052,458.2
0053,658.3
0054,734
0055,679.6
0056,780.7
0057,959.4
0058,871.8
0059,736.7
0060,389.9
0061,419.3
0062,756.1
0063,788.6
0064,892.1
0065,788
0066,936.8
0067,854.9
0068,684.7
0069,678.4
0070,479.4
0071,388.2
0072,695.6
0073,713.1
0074,790.2
0075,977.5
0076,882.5
0077,627.5
0078,698.7
0079,466.6
0080,727.5
0081,485.1
0082,489.4
0083,727.1
0084,833.8
0085,887.5
0086,605.1
0087,678.5
0088,752.7
0089,426.1
0090,871.1
0091,695.8
0092,495.5
0093,459.2
0094,791.2
0095,764.5
0096,516.2
0097,836.1
0098,581.4
0099,324.8
0100,646.9
0101,568.5
0102,525.7
0103,413
0104,172.2
0105,116.7
0106,72
0107,88.1
0108,261.1
0109,227.5
0110,595.4
0111,685.9
0112,654.2
0113,518.1
0114,449.7
0115,373.7
0116,276.7
0117,183.1
0118,303.7
0119,92
0120,665.8
0121,777.1
0122,605.9
0123,330.5
0124,335.2
0125,543.1
0126,452.2
0127,344.5
0128,290.9
0129,98.7
0130,829.9
0131,893.3
0132,615.5
0133,494.8
0134,208.6
0135,385
0136,579.4
0137,511.6
0138,315.8
0139,234.8
0140,769.5
0141,805.8
0142,749.1
0143,423.6
0144,188.9
0145,233.8
0146,372.8
0147,451.1
0148,345.3
0149,127.8
0150,664.2
0151,731.8
0152,537.6
0153,472.9
0154,247.7
0155,125.5
0156,179.5
0157,365.7
0158,391.7
0159,172.8
0160,570.8
0161,689.9
0162,326
0163,299.3
0164,377.8
0165,134.2
0166,97.7
0167,189.3
0168,317.3
0169,135.9
0170,604.1
0171,648.4
0172,259.9
0173,129.2
0174,141.5
0175,58.6
0176,9.2
0177,42.1
0178,101.1
0179,61.8
0180,568.7
0181,459.7
0182,350.6
0183,214.1
0184,65.5
0185,13.8
0186,3.2
0188,2.3
0189,1
0190,362
0191,407.3
0192,297.5
0193,237.9
0194,94.4
0195,20
0196,51.1
0197,42.2
0198,16.7
0199,1.6
0200,78.4
0201,54.5
0210,53.1
0211,76
0220,182.2
0221,219
0222,98.6
0230,170.8
0231,97.4
0232,24.4
0240,81.3
0260,20.8
0261,9.1
0270,46.5
0271,25.9
0280,25.9
0291,23.5
0293,11.5
1000,666.1
1001,891.1
1002,763.4
1003,441.4
1004,612.9
1005,494.2
1006,552.1
1007,885.6
1008,548.2
1009,462.1
1010,702.5
1011,912.4
1012,838.3
1013,580.5
1014,471.3
1015,505.9
1016,888.8
1017,846
1018,593.1
1019,759
1020,565.5
1021,804
1022,852.1
1023,556.8
1024,612.7
1025,481.3
1026,693.6
1027,868.7
1028,940.2
1029,901.2
1030,620
1031,814.8
1032,853.8
1033,828.9
1034,868.3
1035,488
1036,521.5
1037,795.9
1038,1096.9
1039,909.2
1040,478.8
1041,617.1
1042,804
1043,885.3
1044,1004.8
1045,513.1
1046,570.1
1047,949.5
1048,1127.4
1049,1024.5
1050,431.9
1051,662.5
1052,764.6
1053,871.4
1054,896.6
1055,646.6
1056,495.1
1057,718.6
1058,1068.8
1059,994.2
1060,405.5
1061,486.5
1062,571.3
1063,873.1
1064,1003
1065,966.9
1066,511.5
1067,748.2
1068,1092.9
1069,864.5
1070,567.1
1071,515.8
1072,664.8
1073,900.3
1074,1128.4
1075,985.2
1076,589.9
1077,906.9
1078,1297
1079,1116.9
1080,641.1
1081,447.6
1082,516.7
1083,647.5
1084,910.4
1085,924.8
1086,581.2
1087,1016.7
1088,1268.2
1089,1069
1090,653.2
1091,523
1092,775.5
1093,630.1
1094,843.2
1095,1074.3
1096,656.3
1097,883.1
1098,1212.2
1099,1213
1100,304.5
1101,269.2
1102,263.8
1103,176.3
1104,232.5
1105,134.5
1106,260.2
1107,219
1108,126.1
1109,18.8
1110,549.3
1111,323.2
1112,316.7
1113,193.3
1114,393.7
1115,180.3
1116,286.9
1117,273.9
1118,145.3
1119,12
1120,660.3
1121,555.9
1122,491.8
1123,293.8
1124,163.3
1125,68.6
1126,56.4
1127,37.2
1128,11.6
1129,17.5
1130,721.7
1131,649.2
1132,685.9
1133,398.5
1134,111.6
1135,283.5
1136,297.9
1137,94.5
1138,14
1139,53.6
1140,869.7
1141,819.8
1142,667
1143,351.3
1144,137.4
1145,248
1146,335.8
1147,34.7
1148,106.9
1149,81.5
1150,638.1
1151,460.3
1152,564.4
1153,288.3
1154,317.7
1155,394.4
1156,173.7
1157,38.2
1158,205.1
1159,182.1
1160,675
1161,601.7
1162,348
1163,272
1164,454.4
1165,297.9
1166,117.4
1167,21.8
1168,71.9
1169,28
1170,716.5
1171,895.5
1172,656
1173,531.9
1174,498.8
1175,123.6
1176,58.4
1177,147.1
1178,68.7
1179,37.8
1180,877.9
1181,1001.2
1182,660.1
1183,725.6
1184,320.7
1185,122.4
1186,306.5
1187,301.1
1188,76.9
1189,74.8
1190,1178.4
1191,1045.3
1192,846.8
1193,694.2
1194,225.6
1195,247.7
1196,484.7
1197,246.6
1198,77.9
1199,165.3
1200,85.5
1201,66.5
1202,105.8
1203,55.2
1210,79.3
1211,105
1212,126.1
1213,55.9
1214,26.7
1220,88.5
1221,100.6
1222,79.4
1223,148.5
1224,97.7
1230,57.5
1231,89.2
1232,151.6
1233,66.3
1234,85.5
1235,18.2
1240,98.8
1241,26
1242,38
1243,23.5
1244,32.9
1245,10.7
1250,126.9
1251,45.5
1252,56.6
1253,29.2
1260,67.9
1261,32.7
1262,32.9
1263,2.8
1270,76.7
1271,118.4
1272,87.6
1273,1.1
1274,3.2
1275,4
1278,1.3
1279,31.2
1280,59.1
1281,120.2
1282,56.8
1283,18.7
1284,14.5
1288,9.7
1289,21.3
1290,148
1291,130.1
1292,26.5
1293,26
1294,27.2
1295,15.2
1296,1.9
2000,615.2
2001,557
2002,815.6
2003,987.4
2004,1190.2
2005,1134.6
2006,863.3
2007,1440
2008,1500.1
2009,1272.3
2010,574
2011,571.6
2012,638.4
2013,801.1
2014,1141
2015,1293.8
2016,1114.6
2017,1510.7
2018,1584.1
2019,1333.1
2020,653.1
2021,723.1
2022,704.2
2023,863.8
2024,961
2025,1273.2
2026,1394.1
2027,1508.6
2028,1531.3
2029,1435.4
2030,767.2
2031,945.3
2032,785.6
2033,948.9
2034,1174.5
2035,1411.9
2036,1435
2037,1523.3
2038,1309.7
2039,1323.3
2040,785.9
2041,1079.2
2042,1120
2043,1195.8
2044,1328.6
2045,1307.6
2046,1294.6
2047,1274.5
2048,1206.9
2049,1176.1
2050,759.5
2051,888.3
2052,1146.1
2053,1269.9
2054,1241.7
2055,1040.7
2056,1033.4
2057,953.1
2058,1026.3
2059,1174.9
2060,784.9
2061,941.6
2062,1120.3
2063,1064.8
2064,1140.8
2065,871.6
2066,807.5
2067,786.9
2068,814.1
2069,1031.2
2070,906.7
2071,953.4
2072,1124.9
2073,867.1
2074,894.6
2075,732.6
2076,601.7
2077,739.6
2078,920.5
2079,973.6
2080,889.9
2081,1071
2082,1108.2
2083,782.7
2084,608.9
2085,558.4
2086,728.1
2087,812.5
2088,811.6
2089,904.8
2090,801.5
2091,896.2
2092,910.1
2093,861.1
2094,595.1
2095,701.8
2096,707.3
2097,824.8
2098,641.1
2099,726.9
2100,1249.2
2101,1183.8
2102,975
2103,544.2
2104,276.9
2105,536.8
2106,518.7
2107,168.8
2108,216.8
2109,238.9
2110,1160.3
2111,1180.7
2112,1156.9
2113,882.7
2114,498.2
2115,578.3
2116,295.1
2117,129.6
2118,203.7
2119,404.2
2120,1272.7
2121,1130.6
2122,1200.1
2123,941.9
2124,725.7
2125,609.2
2126,325.2
2127,188.9
2128,176.7
2129,340.3
2130,1134.9
2131,958.4
2132,1098.4
2133,899.6
2134,727.4
2135,635.3
2136,359.6
2137,178.1
2138,212.3
2139,215.7
2140,1097
2141,998
2142,875.6
2143,755.3
2144,635.9
2145,448.7
2146,258.4
2147,338.2
2148,375.4
2149,196.5
2150,1202
2151,971.9
2152,598.7
2153,540.4
2154,514.2
2155,528.3
2156,557.5
2157,512
2158,265.3
2159,205.3
2160,1017.8
2161,867.1
2162,835
2163,729.3
2164,459
2165,701.2
2166,646.9
2167,327.2
2168,236.5
2169,386.7
2170,917.7
2171,895.6
2172,979.8
2173,587.8
2174,468.8
2175,619.3
2176,712.9
2177,502.2
2178,301.4
2179,360.8
2180,1095.8
2181,1106.6
2182,935.9
2183,650.9
2184,413.7
2185,477.2
2186,614.9
2187,685.4
2188,397.6
2189,278.5
2190,1025.2
2191,984.7
2192,1071.5
2193,881.3
2194,554.9
2195,391.5
2196,704.9
2197,896.5
2198,709.3
2199,531.8
2200,184
2201,98
2202,56.5
2203,65.3
2204,10.9
2205,13.9
2206,1.4
2210,299.5
2211,236.9
2212,249.1
2213,79.8
