mesh23d,elevation
0388,47
0389,66.5
0399,30.3
0442,1.6
0443,80.1
0444,9.4
0452,1.3
0453,53.4
0454,170.6
0455,154.4
0463,111.1
0464,229.4
0465,162.4
0472,39.8
0473,147
0474,305.4
0475,130.6
0481,11.7
0483,93.9
0484,160.7
0485,96.9
0493,94.9
0494,73.5
0495,12
0497,37.4
0498,52
0499,1.6
0693,35.3
0694,30
0769,13
0777,36.1
0778,20.6
0779,75.2
0787,94.2
0788,120.6
0789,202.7
0797,66.4
0798,184.6
0799,314.2
1080,87.7
1090,206.5
1308,5.1
1318,4.3
1358,76.6
1359,52
1368,69.6
1369,96.7
1403,53.4
1404,7.6
1409,7.8
1414,2.8
1419,15.1
1424,8.5
1429,57.7
1460,1.6
1500,16.4
1510,42.7
1511,35.1
1512,2.1
1519,37.5
1520,15.6
1521,103.3
1522,22.3
1528,13.4
1529,76.9
1530,46.1
1531,129.8
1532,89.1
1533,65.1
1534,27.6
1537,1.5
1538,46.5
1539,107.6
1540,47
1541,90.2
1542,215.2
1543,86.4
1544,93
1545,42.5
1546,1.7
1547,31.1
1548,66.6
1549,142.1
1550,92.4
1551,165.4
1552,151.7
1553,135.7
1554,58.3
1555,95.8
1556,78.8
1557,60.9
1558,110.2
1559,116.7
1560,30
1561,28.3
1562,71.6
1563,214.4
1564,76.3
1565,75.3
1566,102.4
1567,67.8
1568,100.2
1569,212.9
1571,56.8
1572,149
1573,286.1
1574,220.1
1575,129.7
1576,112.8
1577,98
1578,125.9
1579,187.9
1581,41.8
1582,74.6
1583,238.5
1584,287.8
1585,155.4
1586,109.6
1587,102.3
1588,167.2
1589,197.1
1591,2.8
1592,34.8
1593,132.1
1594,191.4
1595,168.7
1596,121.5
1597,142.7
1598,200.8
1599,242.1
1600,39.6
1601,41.8
1602,46.5
1603,82.6
1604,61.5
1605,47.2
1610,67
1611,45.6
1612,81.1
1613,132.4
1614,106.1
1615,63.7
1616,32
1619,3.5
1620,109.3
1621,86.9
1622,134.2
1623,191
1624,95.7
1625,133.4
1626,88.8
1627,1.9
1629,41.3
1630,125.2
1631,114.2
1632,139.9
1633,102.3
1634,168.8
1635,144.5
1636,83.2
1637,25.7
1638,1.8
1639,33.4
1640,113.8
1641,190.8
1642,153.8
1643,219.2
1644,217.5
1645,101.2
1646,48.6
1647,71.4
1648,32
1649,18.3
1650,209.2
1651,232.6
1652,168.8
1653,276.5
1654,262
1655,82.1
1656,110.6
1657,137.1
1658,95.7
1659,19.8
1660,246.2
1661,170
1662,234.7
1663,323.8
1664,217.6
1665,86.8
1666,189.7
1667,214.7
1668,207.6
1669,77.7
1670,183.8
1671,244.4
1672,265.2
1673,333.1
1674,201.9
1675,110.2
1676,276.6
1677,374
1678,223.5
1679,207.6
1680,225.4
1681,329.1
1682,302.1
1683,237.7
1684,132.8
1685,172.3
1686,408.8
1687,424.2
1688,232.2
1689,369.8
1690,252.7
1691,281.2
1692,175.6
1693,142.4
1694,254
1695,344.7
1696,491.9
1697,347.1
1698,376.6
1699,245.8
1706,18.4
1707,50.3
1708,221.3
1709,353.5
1715,16.1
1716,52.5
1717,82.5
1718,190.4
1719,309.3
1720,40.4
1725,48.2
1726,51.4
1727,73.3
1728,159.4
1729,190.6
1730,37
1731,1.3
1732,2.8
1733,16.3
1734,7.1
1735,37.9
1736,18.9
1737,35.1
1738,102.7
1739,120.4
1740,22.3
1741,54
1742,48.3
1743,62.1
1744,62.4
1745,28.2
1746,58.2
1747,51.9
1748,80.8
1749,61.9
1750,26.4
1751,66.1
1752,136.5
1753,166.9
1754,72.3
1755,67.9
1756,52.8
1757,42.6
1758,30.9
1759,4.3
1760,61.5
1761,37
1762,67.1
1763,139.9
1764,130.2
1765,127.4
1766,48.8
1767,3
1770,80.3
1771,63.9
1772,106.9
1773,115.2
1774,190.7
1775,44.1
1776,36.9
1780,128.5
1781,66.8
1782,139.1
1783,117.6
1784,143.6
1785,10.5
1786,0.9
1790,279.2
1791,180.9
1792,145
1793,167
1794,88.2
1795,66
1796,44.4
2000,110.6
2050,39.3
2052,49.4
2060,69.8
2061,28.6
2062,12.6
2070,42.2
2071,28.1
2080,49.1
2090,126.2
2093,54.9
2094,6.8
2366,5.3
2367,3.8
2379,21.2
2387,26.6
2388,110
2389,157.5
2397,1.3
2398,175.4
2399,157.9
2480,179.8
2481,121.2
2490,119
2491,107.4
2492,33
2493,18.1
2494,20.4
2495,16.7
2497,61.7
2498,56.5
2502,43.3
2503,79.2
2504,87.9
2505,79.6
2506,79.1
2507,94.6
2508,193.4
2509,301.3
2512,22.9
2513,62
2514,56.2
2515,74.2
2516,61.1
2517,74.6
2518,134.1
2519,188.8
2522,30.6
2523,156.7
2524,152.4
2525,81.6
2526,59.6
2527,55
2528,84.9
2529,108.4
2533,63.5
2534,158
2535,116.7
2536,62.2
2537,60.1
2538,106.8
2539,112.9
2543,1.5
2544,60.6
2545,107.5
2546,54.5
2547,45.8
2548,49
2549,118.8
2555,64.5
2556,79.9
2557,21.6
2558,64.8
2559,173
2565,27.9
2566,56.3
2567,34.7
2568,42.9
2569,150.9
2576,36.6
2577,30.9
2578,72.2
2579,154.3
2586,15.5
2587,27.4
2588,91.4
2589,160.6
2592,41.7
2594,6.4
2595,30.9
2596,29.8
2597,27.2
2598,150
2599,163.2
2600,234.2
2601,189.5
2602,236.2
2603,170.6
2604,205
2605,373
2606,500.6
2607,370.6
2608,488.1
2609,337.7
2610,233.3
2611,167.8
2612,264.9
2613,215.9
2614,283.9
2615,341
2616,559.2
2617,502.2
2618,564.1
2619,558
2620,116.9
2621,165.6
2622,279.2
2623,233.4
2624,369.3
2625,329.8
2626,540.1
2627,697.3
2628,740.1
2629,667.1
2630,138.8
2631,218.7
2632,273.4
2633,254.8
2634,301.8
2635,473
2636,647.5
2637,679.6
2638,653.1
2639,606.8
2640,177
2641,304.1
2642,280
2643,266.4
2644,370.1
2645,396.6
2646,480.2
2647,424.5
2648,517
2649,598.4
2650,228.4
2651,277.8
2652,336.5
2653,308.8
2654,379.1
2655,315.7
2656,273.9
2657,357.8
2658,294.2
2659,412.3
2660,325.7
2661,263.9
2662,278.3
2663,243.5
2664,304.5
2665,270.8
2666,233
2667,350.6
2668,217.5
2669,239.4
2670,213.5
2671,214.3
2672,215.7
2673,298.1
2674,295.1
2675,249.9
2676,209
2677,215.3
2678,206.6
2679,154.4
2680,157.6
2681,236.5
2682,275.8
2683,272.2
2684,362.7
2685,310.2
2686,203.9
2687,187.5
2688,193.5
2689,197.8
2690,183.7
2691,269.3
2692,294.2
2693,191.2
2694,222.9
2695,335
2696,239.6
2697,157
2698,184.1
2699,247
2700,463.4
2701,225.3
2702,236
2703,213.2
2704,143.5
2705,91.8
2706,32.3
2710,474.8
2711,380.3
2712,328.7
2713,174.4
2714,109.7
2715,78.6
2716,42.7
2720,504.6
2721,477.4
2722,356.5
2723,292.9
2724,234.8
2725,103
2726,29
2730,605.2
2731,463.5
2732,380.6
2733,261.9
2734,152
2735,101.3
2736,17.8
2737,28.4
2738,31.3
2739,44.8
2740,591.4
2741,456.8
2742,258.3
2743,142
2744,174.4
2745,41.2
2746,140.3
2747,166.9
2748,44.2
2749,53.5
2750,398.8
2751,261.8
2752,106
2753,104
2754,59.5
2755,71.3
2756,148.4
2757,112.3
2758,86
2759,114.9
2760,155
2761,126.5
2762,109.3
2763,240.8
2764,131.3
2765,102.7
2766,155.5
2767,150
2768,142.8
2769,152.8
2770,210.6
2771,178
2772,298.3
2773,219.1
2774,185.3
2775,103.4
2776,215.2
2777,172.5
2778,131.7
2779,86.2
2780,303.2
2781,342.6
2782,312.9
2783,273.8
2784,167.1
2785,151.3
2786,271.7
2787,316.3
2788,149.1
2789,109.9
2790,360.4
2791,294.2
2792,221.9
2793,131.4
2794,72.9
2795,202.5
2796,259.2
2797,303.1
2798,163.5
2799,115
3000,155.3
3001,35.6
3003,18.1
3010,96.1
3011,78.7
3013,80.5
3015,1.7
3016,88.6
3020,32.1
3021,75.5
3022,52.3
3023,99
3024,74.7
3025,136
3026,144.2
3030,5.2
3032,61.4
3033,133.2
3034,100.9
3035,71.9
3036,54.2
3040,43
3042,35.5
3043,7
3044,20.6
3045,40.6
3046,1.7
3050,16.7
3054,12.3
3055,80.4
3056,77.6
3065,15
3066,56.7
3067,5
3068,7
3075,28.1
3076,6.2
3085,12.6
3307,52.9
3308,208.7
3309,112.4
3312,1.4
3314,30.3
3317,80.2
3318,283.3
3319,264.6
3322,36.6
3324,22.3
3325,45.6
3326,35.2
3327,77.6
3328,91.2
3329,136.9
3332,27
3334,32.8
3335,70.4
3336,76
3337,10.4
3338,16.9
3339,83.4
3342,1.6
3346,23.5
3347,1.5
3349,32.6
3358,80.1
3359,54.1
3367,42.6
3368,78.4
3369,75
3376,2
3377,1.4
3378,49.7
3379,48.9
3386,4.4
3387,6.3
3389,17.6
3400,38
3401,55.6
3402,36.9
3407,49.1
3408,140.9
3409,91.5
3410,129.6
3411,35
3412,24.2
3413,6.8
3414,43
3415,34.6
3416,28.5
3417,132.2
3418,235.5
3419,237.6
3420,125.2
3421,62.4
3422,30.6
3423,79
3424,40.4
3425,14.3
3426,29.3
3427,91.2
3428,111.8
3429,151.1
3430,50.7
3431,22.1
3432,40.3
3433,77.9
3434,43.8
3435,49.1
3436,68.6
3437,48.5
3438,47.6
3439,116.1
3440,93.8
3441,86.5
3442,103.4
3443,61.6
3444,49.3
3445,28.7
3446,59.6
3447,62.7
3448,55.4
3449,63.8
3450,60.8
3451,35.1
3452,47.2
3453,19.5
3454,4.6
3455,11.8
3456,16.8
3457,35.8
3458,92.6
3459,67.4
3460,14.2
3461,19.5
3462,15.5
3463,18.8
3464,85.4
3465,52.6
3466,40.2
3467,41.2
3468,74.9
3469,78.2
3470,32.6
3471,57.3
3472,41.6
3473,63
3474,103.8
3475,78
3476,69
3477,108.9
3478,60.9
3479,129.5
3480,89
3481,60.5
3482,139.7
3483,134
3484,187.9
3485,129
3486,140.9
3487,172
3488,138.1
3489,147.8
3490,88.3
3491,105.1
3492,263.5
3493,383.1
3494,194.1
3495,220.2
3496,255.3
3497,266.5
3498,283.4
3499,203.6
3500,33.5
3501,1.5
3502,15.8
3503,9.8
3504,12.2
3505,11
3506,11.5
3507,73.4
3508,152.3
3509,191
3510,145.5
3511,83.5
3512,63.6
3513,33.1
3514,18.3
3515,8.8
3516,7.4
3517,11.7
3518,81.5
3519,216
3520,169.3
3521,242.4
3522,259.7
3523,171.9
3524,72.6
3525,25.7
3526,50.3
3527,18.5
3528,11.2
3529,95.5
3530,116.7
3531,218.5
3532,269
3533,254
3534,177.3
3535,145
3536,144.9
3537,84.5
3538,39.3
