mesh23d,elevation
0088,5.7
0098,78.7
0099,36.4
0104,1.3
0105,2.8
0106,91.5
0107,244.5
0108,190.7
0109,271.3
0116,56.3
0117,208.6
0118,104.7
0119,160.9
0122,49.8
0123,54.3
0125,36.9
0126,144.3
0127,252.4
0128,66.8
0129,55
0132,12.8
0133,35.4
0134,30
0135,87.4
0136,172.2
0137,133.5
0138,34.1
0139,49.3
0142,0.8
0143,50.3
0144,176.2
0145,181.7
0146,177.3
0147,45.6
0148,17.4
0149,71.9
0152,75.6
0153,101.8
0154,240.2
0155,122.7
0156,106.2
0157,49.2
0158,62
0159,121.7
0161,12.8
0162,178.9
0163,153
0164,136.5
0165,102.8
0166,25.4
0167,11.9
0168,45.8
0169,167.1
0171,61.5
0172,277.4
0173,158.8
0174,64
0175,63.5
0176,9.6
0177,5.5
0178,15.8
0179,83.1
0180,3.2
0181,102.7
0182,359.8
0183,262.7
0184,132.8
0185,80.1
0186,20.3
0187,1.4
0188,25.8
0189,73.9
0190,30.8
0191,130.7
0192,316.6
0193,157
0194,74.9
0195,15.8
0196,10.1
0198,1.8
0199,5.2
0200,161.9
0201,92.7
0202,119.3
0203,236.6
0204,325.6
0205,229.8
0206,122.2
0207,129.9
0208,127.7
0209,192.9
0210,167.1
0211,100.5
0212,122.6
0213,186.7
0214,296.6
0215,203.7
0216,162.2
0217,105.4
0218,111.2
0219,115.9
0220,118.7
0221,157.1
0222,90.1
0223,110.8
0224,259.9
0225,178
0226,199.2
0227,111
0228,99.4
0229,91.3
0230,123.9
0231,220.1
0232,119.4
0233,103.3
0234,119
0235,126.8
0236,229.1
0237,128
0238,96
0239,100.7
0240,206.4
0241,247.2
0242,110.5
0243,67.3
0244,55.9
0245,153.6
0246,180.1
0247,156.1
0248,87.2
0249,105.1
0250,245.6
0251,370.3
0252,173.9
0253,105.4
0254,52.8
0255,83.5
0256,125.6
0257,141.3
0258,85.7
0259,88.2
0260,251.9
0261,335.9
0262,242
0263,91.2
0264,52.2
0265,38.9
0266,98.1
0267,97.1
0268,73
0269,76.9
0270,211.5
0271,181.3
0272,162.7
0273,98.3
0274,39.4
0275,40.8
0276,72.4
0277,66.1
0278,85.4
0279,56.7
0280,109.9
0281,104.9
0282,82.8
0283,67.7
0284,36
0285,33.9
0286,48.1
0287,69
0288,91.5
0289,62.5
0290,13.8
0291,58.2
0292,43.6
0293,66.5
0294,50.3
0295,21.1
0296,21.1
0297,53.1
0298,56.1
0299,59.2
0300,190.6
0301,120
0302,135.2
0303,127.6
0304,134.5
0305,142.6
0306,170.4
0307,219.8
0308,298
0309,347.2
0310,104
0311,111.5
0312,124.4
0313,137.2
0314,134
0315,135.1
0316,153.8
0317,226.3
0318,328
0319,331.3
0320,86.8
0321,106.3
0322,132.4
0323,145.9
0324,150.8
0325,152.1
0326,181.5
0327,252
0328,320.5
0329,357.4
0330,67.3
0331,109.7
0332,156
0333,152.5
0334,158.4
0335,165.4
0336,184.2
0337,253.7
0338,362.2
0339,382.2
0340,56.5
0341,87.1
0342,118.1
0343,128
0344,130.3
0345,158
0346,230.7
0347,251.5
0348,242
0349,327.1
0350,50.4
0351,53.2
0352,73.1
0353,147
0354,156.5
0355,142.8
0356,165.2
0357,202.5
0358,282.3
0359,313.6
0360,41.3
0361,42.5
0362,66.4
0363,186.5
0364,161.7
0365,165.7
0366,240
0367,302.1
