mesh23d,elevation
0000,13.8
0303,45.4
0304,64.1
0305,96.9
0306,164.9
0307,214.3
0308,242.3
0309,339.2
0313,11.3
0314,21.4
0315,79.3
0316,113.7
0317,125.1
0318,139.8
0319,206.2
0324,11.4
0325,16.9
0326,86.7
0327,109.3
0328,104
0329,123.6
0335,14.4
0336,45.1
0337,74.8
0338,134.8
0339,224.8
0346,38.6
0347,61.6
0348,86.6
0349,154.7
0356,16.7
0357,11.6
0358,32.4
0359,85.6
0367,17.5
0368,30.5
0369,45.7
0377,24.4
0378,95.3
0379,99
0387,18.7
0388,67.8
0389,61.4
0398,43.6
0399,103.5
0400,495.7
0401,611
0402,665.5
0403,663.6
0404,445.6
0405,273.7
0406,225.7
0407,99.5
0408,34.7
0409,57.3
0410,287.3
0411,403.6
0412,546.5
0413,549.3
0414,459.1
0415,287.4
0416,149.7
0417,43.4
0418,9.7
0419,7
0420,160.2
0421,197.9
0422,309.8
0423,379.4
0424,390.5
0425,264.9
0426,114.8
0427,32.7
0428,15.5
0429,16.2
0430,311.9
0431,368.4
0432,270.2
0433,298.5
0434,450.4
0435,330.7
0436,133.5
0437,37.4
0438,42.2
0439,41.3
0440,244.5
0441,377.1
0442,475.4
0443,459.9
0444,372.8
0445,390.1
0446,152.8
0447,61.3
0448,72.1
0449,83.2
0450,143.6
0451,202.4
0452,398.7
0453,363.6
0454,361.7
0455,421.2
0456,214.7
0457,158.3
0458,141.7
0459,239.4
0460,95.1
0461,177.3
0462,201.4
0463,231.9
0464,382.4
0465,490
0466,403.3
0467,283.4
0468,291.7
0469,433.5
0470,142.7
0471,152
0472,132.6
0473,243.7
0474,370.1
0475,538.4
0476,594.1
0477,489.9
0478,450.5
0479,406.4
0480,79
0481,82.9
0482,175
0483,296
0484,449.7
0485,642.1
0486,723.2
0487,668.1
0488,497.2
0489,352.8
0490,125.6
0491,145.2
0492,182.3
0493,299.7
0494,460.6
0495,503.5
0496,606.2
0497,723.6
0498,539.2
0499,402.3
0500,171.6
0501,179.3
0502,110.4
0503,206.1
0504,170.3
0505,71.3
0506,142.3
0507,195.1
0508,150.4
0509,167.4
0510,60.7
0511,209
0512,104.6
0513,229.8
0514,271.7
0515,97.6
0516,253.5
0517,275.7
0518,317.4
0519,301.3
0520,74.6
0521,233
0522,152.6
0523,197.1
0524,306.2
0525,148.5
0526,256.5
0527,350.5
0528,326.3
0529,194.9
0530,91.9
0531,265.4
0532,178.9
0533,286.9
0534,313
0535,162.7
0536,166.5
0537,332.8
0538,237.7
0539,160.1
0540,145.9
0541,225.7
0542,224.5
0543,290.5
0544,323
0545,160.3
0546,230.6
0547,356.7
0548,257.1
0549,172.8
0550,336
