mesh23d,elevation
0000,94.8
0001,102.4
0002,44
0003,23.6
0004,46
0005,108.8
0006,99.9
0007,89
0008,98.4
0009,119.7
0010,78.9
0011,78.4
0012,63.9
0013,25
0014,43.5
0015,83.9
0016,92.5
0017,111.5
0018,103.1
0019,92.8
0020,60.1
0021,57.2
0022,52.6
0023,25.6
0024,30.8
0025,80.3
0026,102.2
0027,109.7
0028,112.9
0029,98.3
0030,46.5
0031,61.1
0032,42.1
0033,20.5
0034,25.5
0035,65.2
0036,77.5
0037,83.2
0038,90.2
0039,120.4
0040,36.3
0041,36.5
0042,37.9
0043,21.3
0044,26.2
0045,38.8
0046,62.5
0047,97.1
0048,111.4
0049,125
0050,37
0051,16.8
0052,18.1
0053,21
0054,27.1
0055,56.1
0056,92.4
0057,89.4
0058,108.4
0059,122.7
0060,20.1
0061,14.7
0062,17.3
0063,20.9
0064,32.3
0065,65.1
0066,91.9
0067,82.1
0068,95.6
0069,97.4
0070,11.4
0071,13.4
0072,16.3
0073,23.6
0074,46.4
0075,79.7
0076,80.2
0077,87.3
0078,74.9
0079,75.6
0080,12.7
0081,14.8
0082,19.3
0083,34.5
0084,57.7
0085,67.7
0086,76.7
0087,88.3
0088,63.6
0089,44.9
0090,14.9
0091,18.8
0092,28.4
0093,45
0094,48.3
0095,52.3
0096,73.7
0097,83.2
0098,53.5
0099,30.4
0100,95.6
0101,56.2
0102,69.2
0103,83.3
0104,86.7
0105,85.9
0106,79.7
0107,83
0108,85.7
0109,80.6
0110,109.7
0111,69.8
0112,44.4
0113,61.9
0114,82.6
0115,74.5
0116,81.9
0117,73.2
0118,75.6
0119,69.6
0120,112
0121,58.7
0122,44.1
0123,65.6
0124,78.9
0125,64.3
0126,84.4
0127,57.3
0128,67.9
0129,74.3
0130,82.8
0131,48.9
0132,51.8
0133,64.3
0134,62.7
0135,106.6
0136,136.1
0137,60.3
0138,55
0139,60.5
0140,88.4
0141,66
0142,40.3
0143,66.4
0144,57
0145,96.6
0146,106.1
0147,58.3
0148,41.7
0149,39.4
0150,75.5
0151,45.5
0152,38.2
0153,38.6
0154,69.5
0155,91.7
0156,80.3
0157,63.6
0158,56.8
0159,45.2
0160,66.8
0161,29.6
0162,37.9
0163,63.7
0164,87.3
0165,78
0166,77.7
0167,51
0168,50.5
0169,54
0170,45.5
0171,26.5
0172,41.6
0173,58.9
0174,73.4
0175,67.2
0176,64.5
0177,47.6
0178,38.3
0179,51.5
0180,27.5
0181,27.7
0182,56.2
0183,48.2
0184,57.4
0185,62.6
0186,54.6
