mesh23d,elevation
0000,134.5
0001,123.5
0002,112.1
0003,105.9
0004,100.9
0005,97.3
0006,94.7
0007,90.3
0008,89.3
0009,91.5
0010,139.1
0011,125.7
0012,114.5
0013,108.9
0014,102.5
0015,96.8
0016,93.4
0017,88
0018,86.6
0019,82.4
0020,140.2
0021,127.9
0022,117.1
0023,110.7
0024,103.3
0025,97.4
0026,94.7
0027,91.9
0028,89.3
0029,81.9
0030,147.9
0031,136.5
0032,124.4
0033,114.4
0034,107.8
0035,99.8
0036,96.4
0037,93.1
0038,91
0039,78.7
0040,159.7
0041,144.4
0042,130.3
0043,118
0044,108.4
0045,100.4
0046,95.5
0047,91.3
0048,90.4
0049,79.2
0050,164.3
0051,146.4
0052,129
0053,114.3
0054,100.9
0055,94.8
0056,90.7
0057,84.7
0058,76.7
0059,72.6
0060,180.3
0061,147.2
0062,124.3
0063,114
0064,111.5
0065,106
0066,99.7
0067,95.6
0068,90.1
0069,75.9
0070,272.2
0071,204.1
0072,124.8
0073,124.3
0074,117.5
0075,113.6
0076,107.6
0077,101.5
0078,92.1
0079,71.8
0080,297.2
0081,176.7
0082,160.3
0083,152.7
0084,125.9
0085,121.1
0086,113.9
0087,104.7
0088,95.6
0089,81.2
0090,227.9
0091,225.7
0092,234.5
0093,224.1
0094,137.6
0095,126.5
0096,116.3
0097,106.3
0098,95.5
0099,83.7
0100,86.2
0101,62.8
0102,75.5
0103,154.3
0104,232.2
0105,263
0106,207.8
0107,205.4
0108,204.8
0109,174.8
0110,72.8
0111,62.2
0112,74.8
0113,145.7
0114,178.2
0115,262.9
0116,239
0117,208.1
0118,188.5
0119,162.9
0120,68.6
0121,62.6
0122,94
0123,155
0124,143.4
0125,181.3
0126,168.7
0127,167.4
0128,174.4
0129,159.8
0130,66.9
0131,65.1
0132,120.7
0133,129.1
0134,113.4
0135,135.2
0136,113.5
0137,128
0138,151.4
0139,149.6
0140,65.4
0141,69.5
0142,130.3
0143,104.7
0144,130.1
0145,213.8
0146,196.6
0147,106.7
0148,122.1
0149,121.7
0150,66.1
0151,79.4
0152,106.5
0153,108.4
0154,140.7
0155,182.4
0156,151.1
0157,105.7
0158,103
0159,120.3
0160,68.1
0161,81
0162,83.6
0163,107.7
0164,184.7
0165,169.7
0166,140.6
0167,123.3
0168,122.1
0169,150.2
0170,69.3
0171,72.3
0172,84.2
0173,115.9
0174,127.5
0175,126.9
0176,121
0177,128.1
0178,142
0179,164.6
0180,73.4
0181,71.5
0182,89.3
0183,88.8
0184,95.2
0185,109.2
0186,114.6
0187,126.3
0188,138
0189,153.1
0190,77.9
0191,76.4
0192,72.9
0193,77.3
0194,91.5
0195,118.9
0196,124.3
0197,125.4
0198,123.5
0199,152.8
0200,185.4
0201,241.1
0202,296.2
0203,362
0204,257.9
0205,249.1
0206,292.6
0207,248.8
0208,252.3
0209,278.6
0210,170
0211,175.7
0212,229
0213,341.1
0214,275.5
0215,229.9
0216,170.5
0217,223.2
0218,216.8
0219,240.7
0220,166.8
0221,153.2
0222,172.9
0223,254.4
0224,199.9
0225,175.5
0226,183.3
0227,193.5
0228,269.6
0229,312.1
0230,125.7
0231,135
0232,198.8
0233,209.2
0234,219.3
0235,228.6
0236,223.3
0237,259
0238,242.6
0239,340
0240,129.1
0241,223.9
0242,365.4
0243,355.7
0244,335
0245,290.6
0246,233.5
0247,284
0248,342.3
0249,301.6
0250,160.1
0251,235.8
0252,343.2
0253,409.7
0254,330.3
0255,325.8
0256,289.9
0257,244.6
0258,355.7
0259,434.8
0260,200.2
0261,222.2
0262,320.8
0263,390
0264,396.9
0265,444
0266,348.5
0267,230.8
0268,273.6
0269,424
0270,182
0271,284.3
0272,443.3
0273,430.1
0274,511.5
0275,480.5
0276,309.5
0277,250.2
0278,283.3
0279,307.2
0280,177.6
0281,306.5
0282,433
0283,485.3
0284,517.9
0285,409
0286,302.7
0287,303.1
0288,391.4
0289,306.2
0290,196.2
0291,226.3
0292,295.7
0293,433.6
0294,404.1
0295,331
0296,367.4
0297,417.1
0298,532.6
0299,421.5
0300,411.9
0301,512.2
0302,672.1
0303,694.3
0304,508.1
0305,330.2
0306,459.8
0307,327
0308,319.1
0309,431.7
0310,319.3
0311,437.4
0312,584.8
0313,587.1
0314,417.6
0315,503.5
0316,640.3
0317,407.6
0318,336.6
0319,536
0320,268.9
0321,347.1
0322,427.8
0323,459.9
0324,510.2
0325,595
0326,733.6
0327,432.5
0328,392.1
0329,586.7
0330,304.9
0331,274
0332,320.7
0333,394.1
0334,623.7
0335,682.7
0336,737.9
0337,497.2
0338,516.6
0339,649.9
0340,313.3
0341,308.6
0342,407.1
0343,470.4
0344,617.8
0345,743.6
0346,885
0347,596.7
0348,559.5
0349,733.5
0350,354.7
0351,439.7
0352,505.2
0353,641.9
0354,659.7
0355,783.8
0356,901.3
0357,688.1
0358,602.5
0359,666.4
0360,460.6
0361,593
0362,627.9
0363,682.6
0364,737.4
0365,849.6
0366,876.6
0367,662.6
0368,513
0369,552.8
0370,513.2
0371,548.4
0372,675
0373,721
0374,795.7
0375,800.1
0376,765.4
0377,623.1
0378,458.3
0379,446.1
0380,380
0381,473.8
0382,643.9
0383,842.6
0384,905.9
0385,763.9
0386,631.3
0387,605.1
0388,529.2
0389,368.9
0390,325.5
0391,485.4
0392,660.7
0393,824.1
0394,869
0395,682.8
0396,588
0397,604.8
0398,486.9
0399,347.8
0400,410
0401,293.8
0402,265.9
0403,276.6
0404,317.2
0405,320.3
0406,312.7
0407,417.5
0408,549.1
0409,578
0410,493.3
0411,292.1
0412,263
0413,279.6
0414,318.5
0415,300.9
0416,321.6
0417,403.7
0418,541.8
0419,562.6
0420,545.4
0421,326.5
0422,269.4
0423,267.6
0424,275.6
0425,281.9
0426,301.8
0427,336.5
0428,408.8
0429,465.3
0430,649.5
0431,414.2
0432,311.4
0433,277
0434,272
0435,305.9
0436,335.8
0437,318.2
0438,342.9
0439,425.1
0440,750.8
0441,524.6
0442,393
0443,347.3
0444,287.9
0445,348.2
0446,473.1
