mesh23d,elevation
0506,26.7
0507,26
0508,1.3
0517,46.2
0518,19
0527,45.3
0528,23.8
0604,6.9
0605,9
0614,2.3
0615,0.5
0702,20.2
0703,8.4
0704,10.1
0705,24
0706,26.6
0707,39.2
0708,50.9
0709,5
0713,6
0714,11.9
0715,12.5
0716,21.1
0717,40.3
0718,59.8
0719,17.6
0722,1.6
0723,7.4
0724,17.7
0725,43.3
0726,56.4
0727,126.8
0728,135.4
0729,55.9
0732,6.8
0733,10
0734,24.9
0735,139.6
0736,73
0737,178.9
0738,268.8
0739,159.9
0741,1.5
0742,5.3
0743,9.3
0744,101.3
0745,198.9
0746,118.5
0747,141.9
0748,145.5
0749,115.7
0753,14.4
0754,114.4
0755,163.7
0756,191
0757,71
0758,105.4
0759,47.6
0762,9.6
0763,40.8
0764,189.2
0765,200.4
0766,258.6
0767,127.4
0768,177.4
0769,33.7
0771,21.4
0772,19.2
0773,115.2
0774,366
0775,274.2
0776,157.3
0777,199.2
0778,212.9
0779,61.5
0780,19.7
0781,19.8
0782,11.4
0783,181.8
0784,399.9
0785,262.2
0786,161
0787,287.8
0788,245.3
0789,99
0790,55.6
0791,21.7
0792,42.9
0793,58.3
0794,199.4
0795,221
0796,143.4
0797,304.4
0798,301.5
0799,129.6
1605,2.1
1609,6.7
1612,41.3
1613,38.5
1614,3.1
1619,20.7
1622,82.6
1623,40.6
1624,1.9
1628,5.2
1629,55.3
1631,3.3
1632,107.4
1633,13.9
1638,28.5
1639,119.2
1649,146.1
1659,103.2
1669,65.3
1700,26
1701,39.5
1702,167.4
1703,94.4
1704,303.7
1705,279.6
1706,127.7
1707,184
1708,242.5
1709,205.4
1710,29.1
1711,64.1
1712,136.2
1713,130.4
1714,388.2
1715,325.3
1716,133
1717,113.6
1718,133.6
1719,208.7
1720,70.9
1721,143.6
1722,62.4
1723,114.4
1724,240.1
1725,428.5
1726,206
1727,101.6
1728,169.2
1729,209.2
1730,126.9
1731,90.7
1732,28
1733,56.8
1734,159.3
1735,330.8
1736,213.1
1737,90.3
1738,116.4
1739,231.9
1740,111.5
1741,27.9
1742,19.8
1743,29.6
1744,75.1
1745,233.9
1746,192.3
1747,78.7
1748,81.3
1749,206.2
1750,60.4
1751,11.1
1752,14.1
1753,16.3
1754,51.1
1755,176.4
1756,213.2
1757,106.7
1758,57.1
1759,62.1
1760,24.9
1761,6.1
1762,9
1763,13.8
1764,33.5
1765,68.9
1766,227.3
1767,153.3
1768,74.3
1769,62.8
1770,10.6
1771,8.7
1772,25.2
1773,14.6
1774,13
1775,76.2
1776,146.3
1777,96.5
1778,145.6
1779,92.5
1781,13
1782,26
1783,8.4
1784,34.7
1785,56.1
1786,132.3
1787,116.3
1788,256.2
1789,176.8
1792,5.9
1793,4.4
1794,47.1
1795,74.2
1796,110.9
1797,158
1798,335
1799,244.8
2078,8.3
2079,7.7
2087,13.2
2088,38.7
2094,1.5
2097,35.4
2098,103.7
2099,26.3
2701,12.2
2702,33
2703,1.7
2704,26.4
2705,88.2
2706,66.3
2707,184.6
2708,390.4
2709,204.3
2711,15.3
2712,14.8
2714,12
2715,93.2
2716,108.9
2717,123.7
2718,282.1
2719,270.1
2721,1.4
2724,30.7
2725,120.1
2726,201.2
2727,136.3
2728,199.2
2729,288.9
2734,51.1
2735,108.2
2736,164.8
2737,169
2738,262.8
2739,267.4
2744,29.5
2745,77.3
2746,178.2
2747,263.2
2748,341.6
2749,308.8
2753,85.2
2754,49.4
2755,132.9
2756,203.2
2757,460.7
2758,476.9
2759,403.3
2762,1.4
2763,85.8
2764,69.1
2765,148.1
2766,294.9
2767,367.2
2768,533.2
2769,386.3
2773,3.8
2774,114.5
2775,256.7
2776,228.9
2777,223.4
2778,394.4
2779,296.9
2783,37.7
2784,205.7
2785,175.4
2786,132.9
2787,156.9
2788,206.4
2789,274.1
2792,27.8
2793,103.2
2794,203.2
2795,140.9
2796,110.2
2797,134
2798,132.6
2799,143.7
3639,18
3649,34.1
3659,25.6
3669,6.2
3701,14.8
3702,93.4
3703,72.5
3704,139.1
3705,191.9
3706,142.5
3707,86.3
3708,89.3
3709,99.6
3711,43.7
3712,145.8
3713,91.8
3714,92
3715,160.6
3716,165.4
3717,94.7
3718,78.8
3719,57.6
3720,16.1
3721,51.7
3722,121.5
3723,119.3
3724,83.4
3725,112.7
3726,127.9
3727,126.8
3728,109.5
3729,45.3
3730,44.2
3731,43
3732,61
3733,90.7
3734,101.3
3735,85.7
3736,89.7
3737,95.7
3738,60.4
3739,60.5
3740,60.9
3741,33.7
3742,41.9
3743,89.3
3744,145.8
3745,79.7
3746,66
3747,69.4
3748,75.9
3749,109.8
3750,14
3751,26.4
3752,51.7
3753,99.2
3754,117.7
3755,96.4
3756,67.4
3757,104.4
3758,84.4
3759,233.6
3760,8.1
3761,20.8
3762,43.8
3763,75.3
3764,143.5
3765,104.3
3766,79.8
3767,123.3
3768,73
3769,201.6
3770,6.1
3771,18.7
3772,51
3773,62.7
3774,93.7
3775,109
3776,129.5
3777,79.2
3778,87.4
3779,176.1
3781,13.6
3782,52.1
3783,49.2
3784,65.3
3785,101.3
3786,149.5
3787,62.8
3788,68.5
3789,157.5
3790,11.4
3791,13.5
3792,42.7
3793,29
3794,40.4
3795,107.6
3796,152.1
3797,62.4
3798,40
3799,85.9
4607,13.5
4617,22.7
4618,8.5
4626,1.5
4627,15
4628,15.9
4629,31
4636,1.9
4637,2.9
4638,0.8
4639,34.8
4649,11.7
4700,5.5
4701,19.6
4702,47.6
4703,21.5
4704,22.1
4705,125.8
4706,167
4707,142.6
4708,32.3
4709,105.6
4711,41.7
4712,47.2
4713,43.5
4714,17.1
4715,88.4
4716,98.2
4717,68.3
4718,30.3
4719,171.6
4720,15.1
4721,3.6
4722,17.2
4723,19.3
4724,15.2
4725,21.7
4726,33.2
4727,14
4728,52.2
4729,144.2
4730,36.7
4731,1.5
4732,27.3
4737,19.8
4738,46.8
4739,55.9
4740,19.8
4748,5.6
4749,6.7
4750,0.9
4754,0.7
4759,1.2
4764,3.9
4765,46.9
4766,15.5
4774,16.5
4775,82.7
4776,37
4777,3.4
4778,5.9
4779,11.6
4784,10.6
4785,39.8
4786,9
4787,23.4
4788,66.8
4789,114.9
4796,29.7
4797,34.5
4798,84.2
4799,158.1
5706,65.4
5707,90.6
5708,94.3
5709,123.4
5716,28.8
5717,73.8
5718,112.3
5719,95
5727,33.4
5728,74.4
5737,4
